$0;1303914164918306848;-1;bookstoreApplication.Catalog.getBook(..);N/A;-1;1303914164915013739;1303914164917124977;N/A;-1;-1
$0;1303914164920544967;-1;bookstoreApplication.Catalog.getBook();N/A;-1;1303914164918412684;1303914164920506469;N/A;-1;-1
$0;1303914164922714988;-1;bookstoreApplication.Catalog.getBook(..);N/A;-1;1303914164920610773;1303914164922707978;N/A;-1;-1
$0;1303914164924880173;-1;bookstoreApplication.Catalog.getBook();N/A;-1;1303914164922744499;1303914164924870777;N/A;-1;-1
$0;1303914164927061504;-1;bookstoreApplication.Catalog.getBook(..);N/A;-1;1303914164924962596;1303914164927054491;N/A;-1;-1
$0;1303914164929218678;-1;bookstoreApplication.Catalog.getBook();N/A;-1;1303914164927079959;1303914164929209640;N/A;-1;-1
$0;1303914164931435103;-1;bookstoreApplication.Catalog.getBook(..);N/A;-1;1303914164929298935;1303914164931427108;N/A;-1;-1
$0;1303914164933559972;-1;bookstoreApplication.Catalog.getBook();N/A;-1;1303914164931455209;1303914164933551603;N/A;-1;-1
$0;1303914164935782760;-1;bookstoreApplication.Catalog.getBook(..);N/A;-1;1303914164933645705;1303914164935773104;N/A;-1;-1
$0;1303914164937939093;-1;bookstoreApplication.Catalog.getBook();N/A;-1;1303914164935803188;1303914164937930215;N/A;-1;-1
