$0;-1;1.9-SNAPSHOT;KIEKER;avh-ThinkPad-RSS;1;false;0;NANOSECONDS;1
$1;1283156545767552001;bookstoreTracing.Catalog.getBook(boolean);N/A;6488138950668976581;1283156498934901207;1283156498958955128;SRV0;3;2
$1;1283156545767604652;bookstoreTracing.CRM.getOffers();N/A;6488138950668976581;1283156498934891395;1283156498958961975;SRV0;2;1
$1;1283156545767651934;bookstoreTracing.Bookstore.searchBook();N/A;6488138950668976581;1283156498932773309;1283156498958967067;SRV0;0;0
$1;1283156545767700101;bookstoreTracing.Catalog.getBook(boolean);N/A;6488138950668976593;1283156498934749159;1283156498958986872;SRV1;1;1
$1;1283156545767748358;bookstoreTracing.Catalog.getBook(boolean);N/A;6488138950668976580;1283156498934619989;1283156498959026907;SRV1;3;2
$1;1283156545767798458;bookstoreTracing.CRM.getOffers();N/A;6488138950668976580;1283156498934606986;1283156498959033935;SRV0;2;1
$1;1283156545767845398;bookstoreTracing.Bookstore.searchBook();N/A;6488138950668976580;1283156498932479771;1283156498959038780;SRV0;0;0
$1;1283156545767893433;bookstoreTracing.Catalog.getBook(boolean);N/A;6488138950668976590;1283156498934495923;1283156498959058955;SRV1;1;1
$1;1283156545767944354;bookstoreTracing.Catalog.getBook(boolean);N/A;6488138950668976579;1283156498934346813;1283156498959102284;SRV0;3;2
$1;1283156545767991570;bookstoreTracing.CRM.getOffers();N/A;6488138950668976579;1283156498934337096;1283156498959109558;SRV0;2;1
$1;1283156545768038453;bookstoreTracing.Bookstore.searchBook();N/A;6488138950668976579;1283156498932203834;1283156498959114547;SRV0;0;0
$1;1283156545768086581;bookstoreTracing.Catalog.getBook(boolean);N/A;6488138950668976589;1283156498934230878;1283156498959133835;SRV0;1;1
$1;1283156545768138007;bookstoreTracing.Catalog.getBook(boolean);N/A;6488138950668976578;1283156498934222497;1283156498959174541;SRV1;3;2
$1;1283156545768185064;bookstoreTracing.CRM.getOffers();N/A;6488138950668976578;1283156498934212663;1283156498959181428;SRV0;2;1
$1;1283156545768233736;bookstoreTracing.Bookstore.searchBook();N/A;6488138950668976578;1283156498932127603;1283156498959186179;SRV0;0;0
$1;1283156545768282102;bookstoreTracing.Catalog.getBook(boolean);N/A;6488138950668976576;1283156498934096320;1283156498959205450;SRV1;3;2
$1;1283156545768332241;bookstoreTracing.CRM.getOffers();N/A;6488138950668976576;1283156498934086603;1283156498959211810;SRV0;2;1
$1;1283156545768379298;bookstoreTracing.Bookstore.searchBook();N/A;6488138950668976576;1283156498932002665;1283156498959216633;SRV0;0;0
$1;1283156545768427741;bookstoreTracing.Catalog.getBook(boolean);N/A;6488138950668976587;1283156498934045362;1283156498959236442;SRV0;1;1
$1;1283156545768479255;bookstoreTracing.Catalog.getBook(boolean);N/A;6488138950668976575;1283156498933954375;1283156498959278787;SRV0;3;2
$1;1283156545768526487;bookstoreTracing.CRM.getOffers();N/A;6488138950668976575;1283156498933944340;1283156498959285770;SRV0;2;1
$1;1283156545768573478;bookstoreTracing.Bookstore.searchBook();N/A;6488138950668976575;1283156498931829217;1283156498959290431;SRV0;0;0
$1;1283156545768621990;bookstoreTracing.Catalog.getBook(boolean);N/A;6488138950668976586;1283156498933839430;1283156498959310438;SRV1;1;1
$1;1283156545768673272;bookstoreTracing.Catalog.getBook(boolean);N/A;6488138950668976573;1283156498933807030;1283156498959349610;SRV1;3;2
$1;1283156545768720480;bookstoreTracing.CRM.getOffers();N/A;6488138950668976573;1283156498933796123;1283156498959356448;SRV0;2;1
$1;1283156545768767642;bookstoreTracing.Bookstore.searchBook();N/A;6488138950668976573;1283156498931709785;1283156498959361007;SRV0;0;0
$1;1283156545768818753;bookstoreTracing.Catalog.getBook(boolean);N/A;6488138950668976572;1283156498933684221;1283156498959683500;SRV0;3;2
$1;1283156545768866069;bookstoreTracing.CRM.getOffers();N/A;6488138950668976572;1283156498933673485;1283156498959690858;SRV0;2;1
$1;1283156545768913141;bookstoreTracing.Bookstore.searchBook();N/A;6488138950668976572;1283156498931529264;1283156498959695739;SRV0;0;0
$1;1283156545768961419;bookstoreTracing.Catalog.getBook(boolean);N/A;6488138950668976583;1283156498933634346;1283156498959716062;SRV1;1;1
$1;1283156545769012972;bookstoreTracing.Catalog.getBook(boolean);N/A;6488138950668976588;1283156498958101971;1283156498960235684;SRV1;3;2
$1;1283156545769060191;bookstoreTracing.CRM.getOffers();N/A;6488138950668976588;1283156498958092002;1283156498960243479;SRV0;2;1
$1;1283156545769107242;bookstoreTracing.Bookstore.searchBook();N/A;6488138950668976588;1283156498934039140;1283156498960248329;SRV0;0;0
$1;1283156545769155343;bookstoreTracing.Catalog.getBook(boolean);N/A;6488138950668976591;1283156498958032453;1283156498960270565;SRV1;3;2
$1;1283156545769205461;bookstoreTracing.CRM.getOffers();N/A;6488138950668976591;1283156498958022574;1283156498960277202;SRV0;2;1
$1;1283156545769252221;bookstoreTracing.Bookstore.searchBook();N/A;6488138950668976591;1283156498934476695;1283156498960281968;SRV0;0;0
$1;1283156545769303103;bookstoreTracing.Catalog.getBook(boolean);N/A;6488138950668976622;1283156498958246378;1283156498960306411;SRV1;1;1
$1;1283156545769353961;bookstoreTracing.Catalog.getBook(boolean);N/A;6488138950668976623;1283156498958276099;1283156498960341018;SRV1;1;1
$1;1283156545769411904;bookstoreTracing.Catalog.getBook(boolean);N/A;6488138950668976625;1283156498958335158;1283156498960378359;SRV0;1;1
$1;1283156545769462880;bookstoreTracing.Catalog.getBook(boolean);N/A;6488138950668976624;1283156498958305783;1283156498960411011;SRV0;1;1
$1;1283156545769511239;bookstoreTracing.Catalog.getBook(boolean);N/A;6488138950668976626;1283156498958394842;1283156498960447351;SRV0;1;1
$1;1283156545769562744;bookstoreTracing.Catalog.getBook(boolean);N/A;6488138950668976155;1283156498958420539;1283156498960482908;SRV1;3;2
$1;1283156545769610249;bookstoreTracing.CRM.getOffers();N/A;6488138950668976155;1283156498958410260;1283156498960489578;SRV0;2;1
$1;1283156545769657438;bookstoreTracing.Bookstore.searchBook();N/A;6488138950668976155;1283156498785698539;1283156498960494477;SRV0;0;0
$1;1283156545769705882;bookstoreTracing.Catalog.getBook(boolean);N/A;6488138950668976627;1283156498958449775;1283156498960512409;SRV0;1;1
$1;1283156545769757041;bookstoreTracing.Catalog.getBook(boolean);N/A;6488138950668976150;1283156498958512142;1283156498960548971;SRV0;3;2
$1;1283156545769804275;bookstoreTracing.CRM.getOffers();N/A;6488138950668976150;1283156498958502062;1283156498960555725;SRV0;2;1
$1;1283156545769853726;bookstoreTracing.Bookstore.searchBook();N/A;6488138950668976150;1283156498785533580;1283156498960560486;SRV0;0;0
$1;1283156545769909682;bookstoreTracing.Catalog.getBook(boolean);N/A;6488138950668976184;1283156498958365666;1283156498960577906;SRV0;3;2
$1;1283156545770030001;bookstoreTracing.CRM.getOffers();N/A;6488138950668976184;1283156498958350582;1283156498960584513;SRV0;2;1
$1;1283156545770077392;bookstoreTracing.Bookstore.searchBook();N/A;6488138950668976184;1283156498786582604;1283156498960589156;SRV0;0;0
$1;1283156545770129089;bookstoreTracing.Catalog.getBook(boolean);N/A;6488138950668976630;1283156498958575204;1283156498960610006;SRV0;1;1
$1;1283156545770177562;bookstoreTracing.Catalog.getBook(boolean);N/A;6488138950668976585;1283156498958168341;1283156498960643557;SRV1;3;2
$1;1283156545770224773;bookstoreTracing.CRM.getOffers();N/A;6488138950668976585;1283156498958158567;1283156498960650224;SRV0;2;1
$1;1283156545770271661;bookstoreTracing.Bookstore.searchBook();N/A;6488138950668976585;1283156498933669714;1283156498960654900;SRV0;0;0
$1;1283156545770322781;bookstoreTracing.Catalog.getBook(boolean);N/A;6488138950668976629;1283156498958545050;1283156498960679298;SRV1;1;1
$1;1283156545770370918;bookstoreTracing.Catalog.getBook(boolean);N/A;6488138950668976628;1283156498958483853;1283156498960712913;SRV1;1;1
$1;1283156545770418977;bookstoreTracing.Catalog.getBook(boolean);N/A;6488138950668976145;1283156498958680036;1283156498960749135;SRV1;3;2
$1;1283156545770466164;bookstoreTracing.CRM.getOffers();N/A;6488138950668976145;1283156498958669167;1283156498960755964;SRV0;2;1
$1;1283156545770519280;bookstoreTracing.Bookstore.searchBook();N/A;6488138950668976145;1283156498785403023;1283156498960760568;SRV0;0;0
$1;1283156545770567318;bookstoreTracing.Catalog.getBook(boolean);N/A;6488138950668976633;1283156498958714321;1283156498960780666;SRV1;1;1
$1;1283156545770615488;bookstoreTracing.Catalog.getBook(boolean);N/A;6488138950668976634;1283156498958776889;1283156498960809114;SRV1;1;1
$1;1283156545770666454;bookstoreTracing.Catalog.getBook(boolean);N/A;6488138950668976242;1283156498958746306;1283156498960842488;SRV1;3;2
$1;1283156545770713352;bookstoreTracing.CRM.getOffers();N/A;6488138950668976242;1283156498958735627;1283156498960849038;SRV0;2;1
$1;1283156545770760150;bookstoreTracing.Bookstore.searchBook();N/A;6488138950668976242;1283156498806964964;1283156498960853651;SRV0;0;0
$1;1283156545770808130;bookstoreTracing.Catalog.getBook(boolean);N/A;6488138950668976236;1283156498958810194;1283156498960875285;SRV0;3;2
$1;1283156545770858375;bookstoreTracing.CRM.getOffers();N/A;6488138950668976236;1283156498958799068;1283156498960881874;SRV0;2;1
$1;1283156545770905246;bookstoreTracing.Bookstore.searchBook();N/A;6488138950668976236;1283156498806755243;1283156498960886415;SRV0;0;0
$1;1283156545770956952;bookstoreTracing.Catalog.getBook(boolean);N/A;6488138950668976635;1283156498958843936;1283156498960904329;SRV0;1;1
$1;1283156545771008291;bookstoreTracing.Catalog.getBook(boolean);N/A;6488138950668976631;1283156498958610367;1283156498960919931;SRV0;1;1
$1;1283156545771056386;bookstoreTracing.Catalog.getBook(boolean);N/A;6488138950668976636;1283156498958879159;1283156498960954890;SRV1;1;1
$1;1283156545771104288;bookstoreTracing.Catalog.getBook(boolean);N/A;6488138950668976632;1283156498958648580;1283156498960987425;SRV1;1;1
$1;1283156545771152458;bookstoreTracing.Catalog.getBook(boolean);N/A;6488138950668976592;1283156498957994926;1283156498961020537;SRV1;3;2
$1;1283156545771202817;bookstoreTracing.CRM.getOffers();N/A;6488138950668976592;1283156498957984572;1283156498961027111;SRV0;2;1
$1;1283156545771249763;bookstoreTracing.Bookstore.searchBook();N/A;6488138950668976592;1283156498934696499;1283156498961031682;SRV0;0;0
$1;1283156545771297668;bookstoreTracing.Catalog.getBook(boolean);N/A;6488138950668976596;1283156498958766926;1283156498961042980;SRV0;3;2
$1;1283156545771344710;bookstoreTracing.CRM.getOffers();N/A;6488138950668976596;1283156498958753998;1283156498961051121;SRV0;2;1
$1;1283156545771394380;bookstoreTracing.Bookstore.searchBook();N/A;6488138950668976596;1283156498935312683;1283156498961055984;SRV0;0;0
$1;1283156545771442466;bookstoreTracing.Catalog.getBook(boolean);N/A;6488138950668976593;1283156498959016078;1283156498961082579;SRV1;3;2
$1;1283156545771489688;bookstoreTracing.CRM.getOffers();N/A;6488138950668976593;1283156498959006112;1283156498961089120;SRV0;2;1
$1;1283156545771539638;bookstoreTracing.Bookstore.searchBook();N/A;6488138950668976593;1283156498934738796;1283156498961093833;SRV0;0;0
$1;1283156545771587321;bookstoreTracing.Catalog.getBook(boolean);N/A;6488138950668976594;1283156498958943282;1283156498961115734;SRV1;3;2
$1;1283156545771634504;bookstoreTracing.CRM.getOffers();N/A;6488138950668976594;1283156498958933127;1283156498961122173;SRV0;2;1
$1;1283156545771681245;bookstoreTracing.Bookstore.searchBook();N/A;6488138950668976594;1283156498934981530;1283156498961127381;SRV0;0;0
$1;1283156545771732332;bookstoreTracing.Catalog.getBook(boolean);N/A;6488138950668976597;1283156498958682877;1283156498961158852;SRV1;3;2
$1;1283156545771779543;bookstoreTracing.CRM.getOffers();N/A;6488138950668976597;1283156498958671675;1283156498961165814;SRV0;2;1
$1;1283156545771826332;bookstoreTracing.Bookstore.searchBook();N/A;6488138950668976597;1283156498935531423;1283156498961170403;SRV0;0;0
$1;1283156545771877536;bookstoreTracing.Catalog.getBook(boolean);N/A;6488138950668976599;1283156498958640112;1283156498961189580;SRV1;3;2
$1;1283156545771924870;bookstoreTracing.CRM.getOffers();N/A;6488138950668976599;1283156498958629773;1283156498961196241;SRV0;2;1
$1;1283156545771971683;bookstoreTracing.Bookstore.searchBook();N/A;6488138950668976599;1283156498935635750;1283156498961200758;SRV0;0;0
$1;1283156545772019576;bookstoreTracing.Catalog.getBook(boolean);N/A;6488138950668976598;1283156498958726242;1283156498961221808;SRV0;3;2
$1;1283156545772069770;bookstoreTracing.CRM.getOffers();N/A;6488138950668976598;1283156498958713277;1283156498961228241;SRV0;2;1
$1;1283156545772116707;bookstoreTracing.Bookstore.searchBook();N/A;6488138950668976598;1283156498935569365;1283156498961236907;SRV0;0;0
$1;1283156545772164489;bookstoreTracing.Catalog.getBook(boolean);N/A;6488138950668976589;1283156498959163207;1283156498961255513;SRV1;3;2
$1;1283156545772211609;bookstoreTracing.CRM.getOffers();N/A;6488138950668976589;1283156498959153100;1283156498961262156;SRV0;2;1
$1;1283156545772263950;bookstoreTracing.Bookstore.searchBook();N/A;6488138950668976589;1283156498934182480;1283156498961266682;SRV0;0;0
$1;1283156545772312357;bookstoreTracing.Catalog.getBook(boolean);N/A;6488138950668976590;1283156498959090694;1283156498961286924;SRV0;3;2
$1;1283156545772359495;bookstoreTracing.CRM.getOffers();N/A;6488138950668976590;1283156498959080662;1283156498961293287;SRV0;2;1
$1;1283156545772411388;bookstoreTracing.Bookstore.searchBook();N/A;6488138950668976590;1283156498934483633;1283156498961297996;SRV0;0;0
$1;1283156545772459456;bookstoreTracing.Catalog.getBook(boolean);N/A;6488138950668976595;1283156498958810979;1283156498961320072;SRV0;3;2
$1;1283156545772506507;bookstoreTracing.CRM.getOffers();N/A;6488138950668976595;1283156498958799516;1283156498961328565;SRV0;2;1
$1;1283156545772553311;bookstoreTracing.Bookstore.searchBook();N/A;6488138950668976595;1283156498935265737;1283156498961333142;SRV0;0;0
$1;1283156545772604142;bookstoreTracing.Catalog.getBook(boolean);N/A;6488138950668976587;1283156498959268072;1283156498961358637;SRV1;3;2
$1;1283156545772650953;bookstoreTracing.CRM.getOffers();N/A;6488138950668976587;1283156498959258139;1283156498961365247;SRV0;2;1
$1;1283156545772700100;bookstoreTracing.Bookstore.searchBook();N/A;6488138950668976587;1283156498934034951;1283156498961369845;SRV0;0;0
$1;1283156545772748537;bookstoreTracing.Catalog.getBook(boolean);N/A;6488138950668976158;1283156498959535297;1283156498961722416;SRV0;3;2
$1;1283156545772819694;bookstoreTracing.CRM.getOffers();N/A;6488138950668976158;1283156498959524679;1283156498961729941;SRV0;2;1
$1;1283156545772866685;bookstoreTracing.Bookstore.searchBook();N/A;6488138950668976158;1283156498785761970;1283156498961734644;SRV0;0;0
$1;1283156545772914771;bookstoreTracing.Catalog.getBook(boolean);N/A;6488138950668976639;1283156498959601456;1283156498961752248;SRV1;1;1
$1;1283156545772966173;bookstoreTracing.Catalog.getBook(boolean);N/A;6488138950668976644;1283156498959734674;1283156498961790238;SRV0;1;1
$1;1283156545773014310;bookstoreTracing.Catalog.getBook(boolean);N/A;6488138950668976645;1283156498959767314;1283156498961826500;SRV1;1;1
$1;1283156545773062305;bookstoreTracing.Catalog.getBook(boolean);N/A;6488138950668976640;1283156498959634271;1283156498961859510;SRV0;1;1
$1;1283156545773113347;bookstoreTracing.Catalog.getBook(boolean);N/A;6488138950668976643;1283156498959704138;1283156498961884476;SRV1;1;1
$1;1283156545773161598;bookstoreTracing.Catalog.getBook(boolean);N/A;6488138950668976648;1283156498959880756;1283156498961920584;SRV1;1;1
$1;1283156545773209786;bookstoreTracing.Catalog.getBook(boolean);N/A;6488138950668976638;1283156498959569023;1283156498961953480;SRV1;1;1
$1;1283156545773257763;bookstoreTracing.Catalog.getBook(boolean);N/A;6488138950668976586;1283156498959338552;1283156498961983696;SRV1;3;2
$1;1283156545773308832;bookstoreTracing.Catalog.getBook(boolean);N/A;6488138950668976642;1283156498959670854;1283156498961986890;SRV0;1;1
$1;1283156545773356054;bookstoreTracing.CRM.getOffers();N/A;6488138950668976586;1283156498959328962;1283156498961991527;SRV0;2;1
$1;1283156545773407045;bookstoreTracing.Bookstore.searchBook();N/A;6488138950668976586;1283156498933829410;1283156498961996826;SRV0;0;0
$1;1283156545773455295;bookstoreTracing.Catalog.getBook(boolean);N/A;6488138950668976583;1283156498959746456;1283156498962016800;SRV1;3;2
$1;1283156545773506581;bookstoreTracing.Catalog.getBook(boolean);N/A;6488138950668976646;1283156498959809710;1283156498962020490;SRV0;1;1
$1;1283156545773554618;bookstoreTracing.Catalog.getBook(boolean);N/A;6488138950668976641;1283156498959672262;1283156498962033941;SRV1;1;1
$1;1283156545773602914;bookstoreTracing.Catalog.getBook(boolean);N/A;6488138950668976649;1283156498959971857;1283156498962056748;SRV0;1;1
$1;1283156545773653827;bookstoreTracing.Catalog.getBook(boolean);N/A;6488138950668976647;1283156498959847406;1283156498962090546;SRV0;1;1
$1;1283156545773701747;bookstoreTracing.Catalog.getBook(boolean);N/A;6488138950668976637;1283156498959504882;1283156498962123142;SRV0;1;1
$1;1283156545773751823;bookstoreTracing.Catalog.getBook(boolean);N/A;6488138950668976625;1283156498960403535;1283156498962522682;SRV1;3;2
$1;1283156545773957632;bookstoreTracing.CRM.getOffers();N/A;6488138950668976625;1283156498960393753;1283156498962532684;SRV0;2;1
$1;1283156545774008388;bookstoreTracing.Bookstore.searchBook();N/A;6488138950668976625;1283156498958325092;1283156498962537962;SRV0;0;0
$1;1283156545774056747;bookstoreTracing.Catalog.getBook(boolean);N/A;6488138950668976626;1283156498960475841;1283156498962557632;SRV1;3;2
$1;1283156545774103843;bookstoreTracing.CRM.getOffers();N/A;6488138950668976626;1283156498960463130;1283156498962564022;SRV0;2;1
$1;1283156545774153363;bookstoreTracing.Bookstore.searchBook();N/A;6488138950668976626;1283156498958384515;1283156498962568717;SRV0;0;0
$1;1283156545774201590;bookstoreTracing.Catalog.getBook(boolean);N/A;6488138950668976622;1283156498960333250;1283156498962586616;SRV1;3;2
$1;1283156545774248665;bookstoreTracing.CRM.getOffers();N/A;6488138950668976622;1283156498960322984;1283156498962595514;SRV0;2;1
$1;1283156545774302924;bookstoreTracing.Bookstore.searchBook();N/A;6488138950668976622;1283156498958235847;1283156498962600596;SRV0;0;0
$1;1283156545774354561;bookstoreTracing.Catalog.getBook(boolean);N/A;6488138950668976624;1283156498960439899;1283156498962618820;SRV1;3;2
$1;1283156545774402037;bookstoreTracing.CRM.getOffers();N/A;6488138950668976624;1283156498960429999;1283156498962625277;SRV0;2;1
$1;1283156545774449233;bookstoreTracing.Bookstore.searchBook();N/A;6488138950668976624;1283156498958295610;1283156498962629959;SRV0;0;0
$1;1283156545774497529;bookstoreTracing.Catalog.getBook(boolean);N/A;6488138950668976627;1283156498960541311;1283156498962660344;SRV1;3;2
$1;1283156545774547759;bookstoreTracing.CRM.getOffers();N/A;6488138950668976627;1283156498960528609;1283156498962667303;SRV0;2;1
$1;1283156545774594837;bookstoreTracing.Bookstore.searchBook();N/A;6488138950668976627;1283156498958439433;1283156498962671982;SRV0;0;0
$1;1283156545774643163;bookstoreTracing.Catalog.getBook(boolean);N/A;6488138950668976630;1283156498960635937;1283156498962749857;SRV1;3;2
$1;1283156545774693414;bookstoreTracing.CRM.getOffers();N/A;6488138950668976630;1283156498960625944;1283156498962756801;SRV0;2;1
$1;1283156545774740753;bookstoreTracing.Bookstore.searchBook();N/A;6488138950668976630;1283156498958565214;1283156498962765209;SRV0;0;0
$1;1283156545774789149;bookstoreTracing.Catalog.getBook(boolean);N/A;6488138950668976629;1283156498960704998;1283156498962798397;SRV1;3;2
$1;1283156545774836558;bookstoreTracing.CRM.getOffers();N/A;6488138950668976629;1283156498960695203;1283156498962805244;SRV0;2;1
$1;1283156545774888889;bookstoreTracing.Bookstore.searchBook();N/A;6488138950668976629;1283156498958534856;1283156498962810092;SRV0;0;0
$1;1283156545774937399;bookstoreTracing.Catalog.getBook(boolean);N/A;6488138950668976623;1283156498960370793;1283156498962827558;SRV1;3;2
$1;1283156545774984621;bookstoreTracing.CRM.getOffers();N/A;6488138950668976623;1283156498960356734;1283156498962834435;SRV0;2;1
$1;1283156545775034523;bookstoreTracing.Bookstore.searchBook();N/A;6488138950668976623;1283156498958265739;1283156498962839039;SRV0;0;0
$1;1283156545775083147;bookstoreTracing.Catalog.getBook(boolean);N/A;6488138950668976628;1283156498960741467;1283156498962856000;SRV1;3;2
$1;1283156545775130300;bookstoreTracing.CRM.getOffers();N/A;6488138950668976628;1283156498960728298;1283156498962862421;SRV0;2;1
$1;1283156545775177364;bookstoreTracing.Bookstore.searchBook();N/A;6488138950668976628;1283156498958473601;1283156498962867103;SRV0;0;0
$1;1283156545775228877;bookstoreTracing.Catalog.getBook(boolean);N/A;6488138950668976634;1283156498960834477;1283156498962899569;SRV1;3;2
$1;1283156545775276253;bookstoreTracing.CRM.getOffers();N/A;6488138950668976634;1283156498960824607;1283156498962906326;SRV0;2;1
$1;1283156545775323262;bookstoreTracing.Bookstore.searchBook();N/A;6488138950668976634;1283156498958766166;1283156498962910981;SRV0;0;0
$1;1283156545775371606;bookstoreTracing.Catalog.getBook(boolean);N/A;6488138950668976621;1283156498958209873;1283156498962189625;SRV1;1;1
$1;1283156545775425030;bookstoreTracing.Catalog.getBook(boolean);N/A;6488138950668976636;1283156498960980265;1283156498963005529;SRV1;3;2
$1;1283156545775472472;bookstoreTracing.CRM.getOffers();N/A;6488138950668976636;1283156498960970398;1283156498963012418;SRV0;2;1
$1;1283156545775519159;bookstoreTracing.Bookstore.searchBook();N/A;6488138950668976636;1283156498958868787;1283156498963017308;SRV0;0;0
$1;1283156545775570372;bookstoreTracing.Catalog.getBook(boolean);N/A;6488138950668976631;1283156498960947546;1283156498963080324;SRV1;3;2
$1;1283156545775617712;bookstoreTracing.CRM.getOffers();N/A;6488138950668976631;1283156498960937394;1283156498963087443;SRV0;2;1
$1;1283156545775667665;bookstoreTracing.Bookstore.searchBook();N/A;6488138950668976631;1283156498958597526;1283156498963092347;SRV0;0;0
$1;1283156545775746752;bookstoreTracing.Catalog.getBook(boolean);N/A;6488138950668976632;1283156498961012785;1283156498963110030;SRV0;3;2
$1;1283156545775794305;bookstoreTracing.CRM.getOffers();N/A;6488138950668976632;1283156498961002993;1283156498963116552;SRV0;2;1
$1;1283156545775841185;bookstoreTracing.Bookstore.searchBook();N/A;6488138950668976632;1283156498958637429;1283156498963121117;SRV0;0;0
$1;1283156545775889195;bookstoreTracing.Catalog.getBook(boolean);N/A;6488138950668976376;1283156498961120149;1283156498963177404;SRV1;3;2
$1;1283156545775939184;bookstoreTracing.CRM.getOffers();N/A;6488138950668976376;1283156498961110060;1283156498963184396;SRV0;2;1
$1;1283156545775985959;bookstoreTracing.Bookstore.searchBook();N/A;6488138950668976376;1283156498831172311;1283156498963189261;SRV0;0;0
$1;1283156545776034032;bookstoreTracing.Catalog.getBook(boolean);N/A;6488138950668976488;1283156498903770809;1283156498905829487;SRV1;1;1
$1;1283156545776082187;bookstoreTracing.Catalog.getBook(boolean);N/A;6488138950668976498;1283156498910124282;1283156498912182782;SRV0;3;2
$1;1283156545776132086;bookstoreTracing.CRM.getOffers();N/A;6488138950668976498;1283156498910114123;1283156498963503983;SRV0;2;1
$1;1283156545776183347;bookstoreTracing.Bookstore.searchBook();N/A;6488138950668976498;1283156498908026307;1283156498963509814;SRV0;0;0
$1;1283156545776230536;bookstoreTracing.CRM.getOffers();N/A;6488138950668976511;1283156498911384660;1283156498913468986;SRV0;2;1
$1;1283156545776280360;bookstoreTracing.Bookstore.searchBook();N/A;6488138950668976511;1283156498909272722;1283156498963550862;SRV0;0;0
$1;1283156545776327411;bookstoreTracing.CRM.getOffers();N/A;6488138950668976521;1283156498912395435;1283156498915028469;SRV0;2;1
$1;1283156545776374264;bookstoreTracing.Bookstore.searchBook();N/A;6488138950668976521;1283156498910219202;1283156498963590871;SRV0;0;0
$1;1283156545776421008;bookstoreTracing.Bookstore.searchBook();N/A;6488138950668976525;1283156498910812827;1283156498915039653;SRV0;0;0
$1;1283156545776470976;bookstoreTracing.CRM.getOffers();N/A;6488138950668976564;1283156498932867977;1283156498934942848;SRV0;2;1
$1;1283156545776517615;bookstoreTracing.Bookstore.searchBook();N/A;6488138950668976564;1283156498930763248;1283156498963631570;SRV0;0;0
$1;1283156545776564374;bookstoreTracing.Bookstore.searchBook();N/A;6488138950668976130;1283156498771173579;1283156498954086208;SRV0;0;0
$1;1283156545776612469;bookstoreTracing.Catalog.getBook(boolean);N/A;6488138950668976140;1283156498950852564;1283156498954126405;SRV1;3;2
$1;1283156545776662485;bookstoreTracing.CRM.getOffers();N/A;6488138950668976140;1283156498950841735;1283156498963703209;SRV0;2;1
$1;1283156545776709431;bookstoreTracing.Bookstore.searchBook();N/A;6488138950668976140;1283156498772100098;1283156498963708796;SRV0;0;0
$1;1283156545776756371;bookstoreTracing.CRM.getOffers();N/A;6488138950668976132;1283156498950814234;1283156498954143486;SRV0;2;1
$1;1283156545776806002;bookstoreTracing.Bookstore.searchBook();N/A;6488138950668976132;1283156498771835485;1283156498963735485;SRV0;0;0
$1;1283156545776854184;bookstoreTracing.Catalog.getBook(boolean);N/A;6488138950668976378;1283156498951514064;1283156498954324491;SRV1;3;2
$1;1283156545776901106;bookstoreTracing.CRM.getOffers();N/A;6488138950668976378;1283156498951503954;1283156498963762144;SRV0;2;1
$1;1283156545776947736;bookstoreTracing.Bookstore.searchBook();N/A;6488138950668976378;1283156498832534230;1283156498963767660;SRV0;0;0
$1;1283156545776997481;bookstoreTracing.CRM.getOffers();N/A;6488138950668976351;1283156498831432030;1283156498953885274;SRV0;2;1
$1;1283156545777044424;bookstoreTracing.Bookstore.searchBook();N/A;6488138950668976351;1283156498829329184;1283156498963793519;SRV0;0;0
$1;1283156545777091213;bookstoreTracing.Bookstore.searchBook();N/A;6488138950668976362;1283156498829559442;1283156498953744081;SRV0;0;0
$1;1283156545777144279;bookstoreTracing.Catalog.getBook(boolean);N/A;6488138950668976343;1283156498831313338;1283156498953950979;SRV1;3;2
$1;1283156545777191640;bookstoreTracing.CRM.getOffers();N/A;6488138950668976343;1283156498831302226;1283156498963840422;SRV0;2;1
$1;1283156545777238354;bookstoreTracing.Bookstore.searchBook();N/A;6488138950668976343;1283156498829161086;1283156498963845841;SRV0;0;0
$1;1283156545777285131;bookstoreTracing.Bookstore.searchBook();N/A;6488138950668976341;1283156498829095261;1283156498953973079;SRV0;0;0
$1;1283156545777335274;bookstoreTracing.CRM.getOffers();N/A;6488138950668976583;1283156498959736538;1283156498962023347;SRV0;2;1
$1;1283156545777386767;bookstoreTracing.Bookstore.searchBook();N/A;6488138950668976583;1283156498933622498;1283156498963889245;SRV0;0;0
$1;1283156545777435436;bookstoreTracing.Catalog.getBook(boolean);N/A;6488138950668976641;1283156498962062029;1283156498964132506;SRV0;3;2
$1;1283156545777485356;bookstoreTracing.CRM.getOffers();N/A;6488138950668976641;1283156498962051720;1283156498964139696;SRV0;2;1
$1;1283156545777532235;bookstoreTracing.Bookstore.searchBook();N/A;6488138950668976641;1283156498959660022;1283156498964144504;SRV0;0;0
$1;1283156545777580357;bookstoreTracing.Catalog.getBook(boolean);N/A;6488138950668976648;1283156498961946085;1283156498964469775;SRV1;3;2
$1;1283156545777627600;bookstoreTracing.CRM.getOffers();N/A;6488138950668976648;1283156498961936324;1283156498964477396;SRV0;2;1
$1;1283156545777677547;bookstoreTracing.Bookstore.searchBook();N/A;6488138950668976648;1283156498959870516;1283156498964482381;SRV0;0;0
$1;1283156545777725534;bookstoreTracing.Catalog.getBook(boolean);N/A;6488138950668976644;1283156498961815370;1283156498964500807;SRV1;3;2
